file_name,caption,facing_direction,eye_color,hair_color,eyebrow_color,skin_tone
013611.jpg,"Close-up portrait of a man with short, dark hair and a serious expression.",front,brown,dark brown,dark brown,medium
012164.jpg,"A young person with light skin and brown hair, smiling slightly.",front,brown,brown,brown,light
001556.jpg,"Close-up portrait of a man with long, dark hair.",front,dark,dark brown,dark brown,medium
017974.jpg,Close-up of a person's face.,front,brown,gray,gray,dark
007343.jpg,smiling man,front,brown,dark brown,dark brown,light
008537.jpg,A young Black woman with dark hair and earrings.,front,dark brown,dark brown,dark brown,dark
000399.jpg,Close-up portrait of a woman with blonde hair and blue eyes.,front,blue,blonde,blonde,fair
020859.jpg,person,front,blue,blonde,blonde,fair
000249.jpg,Portrait of a woman smiling,front,brown,brown,brown,light
010892.jpg,A woman with blonde hair and light skin.,side,blue,blonde,blonde,light
014130.jpg,Close-up portrait of a man with dark eyes and a mustache.,front,dark brown,dark brown,dark brown,medium
010832.jpg,"A man with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,medium
005461.jpg,Smiling young woman,front,blue,blonde,blonde,fair
016980.jpg,A man with gray hair and glasses.,front,gray,gray,gray,fair
008438.jpg,Close-up portrait of a woman with dark hair and makeup.,side,brown,dark brown,dark brown,light
018484.jpg,A man with gray hair smiling.,front,gray,gray,gray,fair
020851.jpg,"A man with dark skin and short hair, wearing a white shirt and dark suit.",front,dark brown,black,black,dark
012710.jpg,Man with dark hair and a light skin tone.,front,dark brown,black,dark brown,light
014998.jpg,Portrait of a young woman with blonde hair smiling.,front,brown,blonde,brown,fair
017242.jpg,Portrait of a young woman with blonde hair.,front,blue,blonde,blonde,fair
017793.jpg,young boy,front,brown,black,brown,dark
001780.jpg,A man with short gray hair wearing a light blue shirt.,front,gray,gray,gray,fair
000636.jpg,A man with dark eyes and dark hair.,front,brown,dark brown,dark brown,medium
006449.jpg,"A woman with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,medium
009897.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
010948.jpg,A man with dark hair and a neutral expression.,front,dark,dark,dark,dark
002334.jpg,"A young woman with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,dark
009978.jpg,Young man with blonde hair and light skin.,front,blue,blonde,blonde,light
020924.jpg,A young woman with blonde hair and a neutral expression.,front,blue,blonde,blonde,fair
009451.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
006573.jpg,Close-up portrait of a smiling Black man.,front,brown,dark brown,dark brown,dark
013687.jpg,Portrait of a woman with dark hair and light skin.,front,blue,dark brown,dark brown,light
019581.jpg,Close-up portrait of a man with dark hair and a serious expression.,front,dark brown,dark brown,dark brown,fair
005954.jpg,Portrait of a woman with dark hair and light skin.,front,blue,dark brown,dark brown,light
009263.jpg,"Portrait of a young Black woman with dark eyes and lips, looking directly at the viewer.",front,dark brown,black,dark brown,dark
014908.jpg,Portrait of a woman with brown hair.,front,brown,brown,brown,dark
020073.jpg,Portrait of a young Black woman with dark hair and a smile.,front,brown,dark brown,dark brown,dark
009979.jpg,Man with dark hair and beard,front,dark brown,dark brown,dark brown,medium
013992.jpg,A woman with dark hair and makeup.,front,brown,dark brown,dark brown,medium
012421.jpg,A woman with dark hair and striking eyes.,front,dark brown,dark brown,dark brown,medium
003336.jpg,A young woman with a slight smile.,front,brown,brown,brown,light
021175.jpg,"Close-up portrait of a Black man with a beard, wearing a white shirt.",front,brown,black,black,dark
009340.jpg,"A man with dark eyes and hair, wearing glasses.",front,dark brown,black,dark brown,dark
007284.jpg,Close-up portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
008175.jpg,A young man with dark hair wearing a black hoodie.,front,dark,dark,dark,dark
010265.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,dark brown,fair
014126.jpg,woman with blonde hair,front,blue,blonde,blonde,fair
015696.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
018344.jpg,Close-up portrait of a man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
019906.jpg,Woman smiling,front,brown,black,dark brown,medium
006313.jpg,woman with red lipstick,front,blue,black,dark,fair
004577.jpg,Portrait of a woman with dark brown eyes and dark brown hair.,front,dark brown,dark brown,dark brown,medium
014120.jpg,"A man with dark skin and a dark afro, wearing a light brown jacket.",front,dark,dark brown,dark brown,dark
002513.jpg,Portrait of a person with dark hair.,side,dark,dark brown,dark brown,fair
010732.jpg,Young man with dark hair and brown eyes.,front,brown,dark brown,dark brown,medium
002028.jpg,A woman with dark hair and a neutral expression.,front,brown,black,dark brown,medium
009669.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,brown,black,dark brown,medium
010099.jpg,young woman smiling,front,brown,brown,brown,light
015622.jpg,Close-up of a person's face.,front,brown,black,black,dark
017529.jpg,Close-up portrait of a person with dark skin and dark hair.,front,dark,dark,dark,dark
019273.jpg,Close-up portrait of a young man with dark hair and a neutral expression.,front,dark,dark brown,dark brown,fair
008547.jpg,Close-up portrait of a woman with dark eyes and makeup.,front,dark brown,dark brown,dark brown,medium
009345.jpg,Portrait of a young woman with blonde hair.,front,blue,blonde,blonde,fair
006537.jpg,Close-up portrait of a man with neutral expression.,front,brown,brown,brown,fair
021573.jpg,woman with dark hair and makeup,front,dark brown,black,dark brown,medium
010228.jpg,"Close-up portrait of a woman with dark eyes and long, wavy hair.",front,brown,dark brown,dark brown,medium
001829.jpg,Close-up portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
012220.jpg,A young woman with blonde hair smiling.,front,blue,blonde,blonde,fair
014082.jpg,A woman with light brown hair and a neutral expression.,front,brown,light brown,brown,fair
013284.jpg,Portrait of a young woman with neutral expression.,front,brown,dark brown,dark brown,light
006278.jpg,Portrait of a young woman with brown hair and eyes.,side,brown,brown,brown,light
018437.jpg,"A man wearing a black suit and tie, with a neutral expression.",front,brown,black,black,dark
017472.jpg,Man with dark hair and brown eyes,front,brown,dark brown,brown,medium
011536.jpg,"A young woman with dark eyes and lips, wearing a ring on her finger, with a flower in her hair.",front,dark brown,dark brown,dark brown,dark
001820.jpg,A young woman with dark hair smiling.,front,brown,dark brown,dark brown,fair
003174.jpg,A young man with light skin and light brown hair.,front,brown,light brown,brown,light
013316.jpg,woman smiling,front,blue,blonde,blonde,fair
020896.jpg,Close-up portrait of a person with dark hair and a neutral expression.,front,dark,dark,dark,fair
016925.jpg,Man with dark hair and beard wearing a white shirt.,front,dark brown,dark brown,dark brown,medium
014048.jpg,"A person with dark skin and short hair, wearing a blue shirt.",front,dark brown,black,dark brown,dark
021771.jpg,Young man with short hair smiling.,front,brown,dark brown,dark brown,medium
003793.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,black,dark brown,medium
019644.jpg,"Portrait of a smiling woman with long, wavy dark hair.",front,brown,dark brown,dark brown,medium
015906.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
002588.jpg,Close-up portrait of a person with short black hair and a neutral expression.,front,dark,black,black,fair
009804.jpg,Woman with dark hair and makeup,front,dark brown,black,dark brown,medium
011306.jpg,Portrait of a young woman with blonde hair.,front,blue,blonde,blonde,fair
007189.jpg,A senior man wearing glasses.,front,brown,gray,gray,fair
008491.jpg,Portrait of a woman with fair skin and blonde hair.,front,blue,blonde,blonde,fair
001539.jpg,Man with dark hair and a light skin tone.,front,brown,black,brown,light
001484.jpg,woman,front,green,brown,brown,light
004745.jpg,woman with light skin and blonde hair,front,blue,blonde,blonde,light
018030.jpg,"A young man with brown hair and a light skin tone, wearing a light blue shirt.",front,brown,brown,brown,light
000435.jpg,smiling woman,front,brown,dark brown,dark brown,medium
019251.jpg,Man wearing a grey cap,front,brown,black,black,dark
021593.jpg,Portrait of a woman with blonde hair and light skin.,front,brown,blonde,brown,light
000525.jpg,Portrait of a Black woman.,front,brown,black,brown,dark
001763.jpg,"Young man with light skin and blonde hair, wearing a green sweater.",front,blue,blonde,blonde,light
013480.jpg,Portrait of a woman with blonde hair smiling.,front,blue,blonde,blonde,fair
021338.jpg,A young Black man smiling.,front,brown,black,brown,dark
000617.jpg,Close-up portrait of a man with a serious expression.,front,brown,gray,gray,medium
015215.jpg,"A man with dark skin, wearing a purple suit jacket, looking at the camera.",front,dark brown,black,dark brown,dark
009474.jpg,A young woman with light skin and wavy brown hair is smiling.,front,brown,brown,brown,light
014720.jpg,Close-up portrait of a person with a neutral expression.,front,dark,black,black,dark
017446.jpg,Close-up portrait of a woman with dark eyes and earrings.,front,dark brown,dark brown,dark brown,medium
007906.jpg,"Close-up portrait of a man with long, dark hair and a beard, wearing sunglasses.",front,dark,dark brown,dark brown,fair
011188.jpg,Portrait of a young Black woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,dark
006471.jpg,A man with a turban,front,brown,black,black,dark
009363.jpg,"Man with dark eyes and hair, wearing a white shirt.",front,dark brown,black,dark brown,dark
002379.jpg,Woman with brown hair and blue eyes.,front,blue,brown,brown,fair
015127.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,fair
015586.jpg,man,front,brown,black,brown,dark
001812.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
013084.jpg,Portrait of a young woman with brown skin and blonde highlights in her hair.,front,brown,blonde,brown,dark
015709.jpg,Woman smiling,front,brown,dark brown,dark brown,medium
007696.jpg,Close-up portrait of a man with a serious expression.,front,brown,brown,brown,dark
007617.jpg,Young man speaking into a microphone.,front,brown,black,brown,dark
009305.jpg,girl,front,brown,brown,brown,light
008084.jpg,man,front,brown,red,brown,fair
020922.jpg,Close-up portrait of a man with dark hair and light skin.,front,green,dark brown,dark brown,light
013039.jpg,Man with dark hair and eyes,front,dark brown,dark brown,dark brown,medium
016257.jpg,"A man with long, dark hair.",front,dark brown,dark brown,dark brown,medium
012760.jpg,A young man with dark hair and a neutral expression.,front,brown,dark brown,dark brown,medium
004211.jpg,A young woman with blonde hair smiling.,front,blue,blonde,blonde,fair
002963.jpg,Close-up portrait of a man with a beard.,front,brown,dark brown,dark brown,dark
008740.jpg,Portrait of a woman with dark hair and a bindi.,front,dark brown,black,dark brown,medium
017992.jpg,smiling woman,front,blue,blonde,blonde,fair
014827.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
009936.jpg,"A young woman with long, wavy brown hair.",front,brown,brown,brown,light
002065.jpg,"A man with dark eyes and dark hair, wearing a gray jacket.",front,dark brown,dark brown,dark brown,medium
012035.jpg,Close-up portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
004221.jpg,A man with dark hair smiling.,front,dark brown,dark brown,dark brown,medium
018161.jpg,woman with blonde hair,front,blue,blonde,brown,fair
001844.jpg,Portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,dark
012707.jpg,Woman sticking her tongue out.,front,brown,dark brown,dark brown,fair
002592.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
008064.jpg,woman smiling,front,brown,brown,brown,light
014094.jpg,Close-up portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,dark
021063.jpg,Portrait of a woman with dark hair and brown skin.,front,brown,black,dark brown,dark
006927.jpg,Man with dark hair and sunglasses,front,dark,dark,dark,dark
009797.jpg,A person with dark skin and dark hair is facing forward.,front,dark brown,dark brown,dark brown,dark
007119.jpg,Man with dark hair looking at the camera.,front,dark,dark,dark,fair
021424.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,blonde,fair
005737.jpg,"A young man with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,medium
014872.jpg,Close-up portrait of a woman with dark brown curly hair and sunglasses.,front,dark brown,dark brown,dark brown,dark
001444.jpg,man with dark hair and glasses,front,dark,dark,dark,medium
008077.jpg,"Portrait of a Black woman with long, flowing dark hair.",front,brown,black,dark brown,dark
007829.jpg,man with short hair,front,brown,dark brown,dark brown,light
015136.jpg,A man with gray hair and a beard.,front,gray,gray,gray,fair
013471.jpg,A smiling elderly man with gray hair.,front,gray,gray,gray,light
006512.jpg,Man with dark hair and a neutral expression.,front,dark brown,black,black,medium
019963.jpg,Woman with brown hair looking at the camera.,front,brown,brown,brown,fair
003666.jpg,Close-up portrait of a woman with brown hair and makeup.,front,brown,brown,brown,medium
019077.jpg,"Person with dark skin and short hair, wearing a blue shirt.",front,dark brown,dark brown,dark brown,dark
018462.jpg,Portrait of a Black woman with dark eyes and dark hair.,front,dark brown,black,dark brown,dark
008020.jpg,"A woman with dark skin and dark eyes, wearing a black top.",front,dark brown,dark brown,dark brown,dark
007624.jpg,Young man with brown hair wearing a white jacket.,front,brown,brown,brown,fair
012140.jpg,A beautiful woman with dark eyes and dramatic makeup.,front,dark brown,dark brown,dark brown,medium
010287.jpg,A woman with blonde hair and light skin.,front,green,blonde,blonde,light
021170.jpg,"A young man with dark eyes and dark hair, smiling slightly.",front,dark brown,dark brown,dark brown,medium
010820.jpg,Woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
006504.jpg,Man with fair skin and blonde hair.,front,blue,blonde,blonde,fair
000600.jpg,Person with dark skin and black hair.,front,dark brown,black,black,dark
014921.jpg,Portrait of a woman with dark hair.,front,brown,black,dark brown,medium
021284.jpg,Close-up portrait of a young man with a neutral expression.,front,brown,dark brown,dark brown,light
019890.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
006640.jpg,A young man with brown eyes and dark hair.,front,brown,dark brown,dark brown,medium
001880.jpg,Close-up portrait of a woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
007191.jpg,Portrait of a woman with dark hair and eyes.,front,brown,dark brown,dark brown,fair
021276.jpg,Close-up portrait of a woman with light skin and blonde hair.,front,blue,blonde,blonde,light
007945.jpg,Portrait of a young woman,front,green,blonde,blonde,fair
010582.jpg,A woman with dark hair and makeup.,front,brown,black,dark brown,dark
017091.jpg,Man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
004076.jpg,A woman with blonde hair and light skin.,front,blue,blonde,blonde,light
019849.jpg,Close-up portrait of a woman smiling.,front,brown,brown,brown,dark
007788.jpg,Close-up portrait of a man with dark hair and a serious expression.,front,dark brown,dark brown,dark brown,fair
002205.jpg,A smiling elderly man with dark hair.,front,dark,dark,dark,fair
014382.jpg,man,front,brown,brown,brown,fair
010088.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
012171.jpg,Close-up portrait of a man with dark eyes and hair.,front,dark brown,black,dark brown,dark
011783.jpg,man smiling,front,brown,dark brown,dark brown,medium
019324.jpg,A young Black man with short dark hair and a serious expression.,front,brown,dark brown,dark brown,dark
018352.jpg,Close-up of a man's face.,front,dark brown,black,black,dark
010657.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,blonde,fair
012068.jpg,Portrait of a woman,front,brown,brown,brown,light
002862.jpg,Man with short hair,front,brown,brown,brown,fair
005445.jpg,A man with dark hair and a smile.,front,dark,dark brown,dark brown,medium
003438.jpg,Close-up portrait of a person with dark skin and short hair.,front,dark brown,black,dark brown,dark
000931.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark,dark,dark,dark
015348.jpg,Close-up portrait of a woman with dark hair and skin.,front,dark brown,dark brown,dark brown,dark
000037.jpg,Close-up portrait of a man with a serious expression.,front,brown,dark brown,dark brown,dark
009607.jpg,Close-up portrait of a woman with light skin and blonde hair.,front,brown,blonde,blonde,light
012037.jpg,Portrait of a woman with red hair.,front,brown,red,brown,fair
004701.jpg,"Man with dark eyes and eyebrows, wearing a suit jacket.",front,dark brown,black,dark brown,dark
006852.jpg,Close-up portrait of a young man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
014354.jpg,woman smiling,front,brown,brown,brown,light
018134.jpg,"A woman with dark, dreadlocks.",front,dark,dark,dark,dark
002682.jpg,Close-up portrait of an elderly man with gray hair and glasses.,front,gray,gray,gray,fair
007358.jpg,A man wearing a gray suit.,front,brown,gray,gray,fair
011398.jpg,Close-up portrait of a man with short brown hair and a neutral expression.,front,brown,brown,brown,light
003101.jpg,A woman with blonde hair and light skin.,front,blue,blonde,blonde,light
016577.jpg,Portrait of a young woman with blonde hair.,front,blue,blonde,brown,fair
005543.jpg,A woman with dark hair and light skin.,front,blue,dark brown,dark brown,light
009964.jpg,Portrait of a young woman with long dark hair.,front,brown,black,black,fair
013358.jpg,Portrait of a woman with shoulder-length brown hair.,front,brown,brown,brown,fair
019748.jpg,A woman with blonde hair smiling.,front,blue,blonde,blonde,fair
014187.jpg,Portrait of a woman,front,blue,blonde,blonde,fair
004357.jpg,Portrait of an elderly woman with light skin and gray hair.,front,gray,gray,gray,light
008212.jpg,person's face,front,brown,black,brown,dark
017073.jpg,Close-up portrait of a woman with dark hair and light skin.,front,blue,dark brown,dark brown,light
014032.jpg,Person with dreadlocks wearing sunglasses.,front,dark,black,black,dark
004477.jpg,Person with shaved head and sunglasses,front,dark,black,black,dark
007882.jpg,Portrait of a woman with light skin and dark eyes.,front,dark brown,dark brown,dark brown,light
014458.jpg,woman with dark hair and a neutral expression,front,dark brown,dark brown,dark brown,dark
021638.jpg,Woman with dark eyes and dark hair smiling.,front,dark brown,black,dark brown,medium
011681.jpg,smiling woman,front,brown,black,dark brown,light
007117.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
020952.jpg,Close-up portrait of a woman with dark skin and dark hair.,front,dark brown,dark brown,dark brown,dark
016040.jpg,Person with dark hair and a neutral expression.,front,dark,dark,dark,dark
016604.jpg,A man with dark eyes and hair looking upwards.,front,dark brown,dark brown,dark brown,dark
020919.jpg,Close-up of a woman smiling.,front,blue,blonde,blonde,fair
020011.jpg,Close-up portrait of a middle-aged Asian man wearing a white shirt and a dark suit jacket.,front,brown,black,black,medium
017318.jpg,Portrait of a Black woman with dark brown curly hair.,front,dark brown,dark brown,dark brown,dark
019696.jpg,A man with a beard looking to the side.,side,brown,brown,brown,medium
004377.jpg,Portrait of a woman with dark makeup.,front,dark brown,black,black,medium
019580.jpg,"Portrait of a woman with long, wavy blonde hair and light skin.",front,green,blonde,blonde,light
015375.jpg,Close-up portrait of a person with dark brown skin and dark brown hair.,front,dark brown,dark brown,dark brown,dark
010618.jpg,Close-up portrait of a man with dark hair and a beard.,front,dark,dark,dark,medium
018090.jpg,Portrait of a woman with styled hair and makeup.,front,brown,brown,brown,fair
001390.jpg,A woman smiling,front,brown,brown,brown,light
013526.jpg,Woman with dark hair and makeup,front,brown,dark brown,dark brown,medium
007335.jpg,Man with dark hair and neutral expression.,front,brown,black,black,dark
012780.jpg,Portrait of a Black woman smiling.,front,brown,black,black,dark
012915.jpg,Portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,fair
010057.jpg,Man with light skin and short brown hair smiling.,front,blue,brown,brown,light
005059.jpg,Portrait of a woman,side,brown,dark brown,dark brown,medium
016972.jpg,Close-up portrait of a woman with blonde hair and blue eyes.,front,blue,blonde,blonde,fair
012118.jpg,Portrait of a young woman with dark hair and a neutral expression.,front,brown,black,dark brown,medium
019477.jpg,A young person with blonde hair and light skin.,front,blue,blonde,blonde,light
017319.jpg,Close-up portrait of a man with a beard.,front,brown,dark brown,dark brown,medium
003817.jpg,A young woman with dark hair smiling.,front,brown,black,dark brown,medium
010645.jpg,"Close-up portrait of a young woman with dark eyes and lips, and long dark hair.",front,dark brown,dark brown,dark brown,medium
020727.jpg,"A man wearing glasses, with a neutral expression.",front,brown,gray,gray,dark
014537.jpg,A man with a long black beard and dark eyes.,front,dark brown,black,dark brown,medium
019750.jpg,A young man with fair skin and blonde hair.,front,blue,blonde,blonde,fair
018470.jpg,Young man with light skin and brown hair smiling.,front,brown,brown,brown,light
004242.jpg,Man wearing sunglasses and a suit.,front,dark brown,black,black,dark
017660.jpg,A young Black woman with long dark hair and large hoop earrings.,front,dark brown,black,dark brown,dark
002881.jpg,Person with dark hair and eyes smiling.,front,dark brown,dark brown,dark brown,medium
006609.jpg,Portrait of a woman with dark hair and a neutral expression.,front,dark brown,black,dark brown,medium
014303.jpg,A smiling Black woman with dark hair.,front,brown,black,dark brown,dark
017921.jpg,Close-up portrait of a person with dark makeup.,front,dark,black,black,fair
019559.jpg,Close-up portrait of a young woman smiling.,front,brown,brown,brown,light
019826.jpg,"A beautiful woman with dark eyes and dark hair, wearing earrings.",front,dark brown,dark brown,dark brown,medium
000224.jpg,A man with gray hair looking at the camera.,front,gray,gray,gray,fair
006394.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
001006.jpg,Man with gray hair smiling,front,gray,gray,gray,fair
020628.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
013819.jpg,woman smiling,front,green,brown,brown,light
018737.jpg,"Close-up portrait of a man with dark eyes and dark hair, wearing a white shirt.",front,dark brown,dark brown,dark brown,medium
